Edge		Weight
138 - 116		5
138 - 117		8
138 - 118		9
138 - 119		9
138 - 120		5
138 - 121		4
138 - 122		7
138 - 123		8
138 - 124		9
138 - 125		9
138 - 126		9
138 - 127		9
138 - 128		7
138 - 129		3
138 - 130		2
138 - 131		5
138 - 132		7
138 - 133		8
138 - 134		9
138 - 135		9
138 - 136		9
138 - 137		9
138 - 139		3
139 - 0		3
139 - 1		6
139 - 2		6
139 - 3		6
139 - 4		8
139 - 5		8
139 - 6		6
139 - 7		6
139 - 8		6
139 - 9		6
139 - 10		6
139 - 11		6
139 - 12		6
139 - 13		8
139 - 14		6
139 - 15		6
139 - 16		6
139 - 17		6
139 - 18		8
139 - 19		8
139 - 20		8
139 - 21		8
139 - 22		5
139 - 23		7
139 - 24		6
139 - 25		5
139 - 26		5
139 - 27		6
139 - 28		6
139 - 29		6
139 - 30		6
139 - 31		8
139 - 32		8
139 - 33		6
139 - 34		6
139 - 35		6
139 - 36		7
139 - 37		7
139 - 38		6
139 - 39		6
139 - 40		5
139 - 41		5
139 - 42		6
139 - 43		6
139 - 44		8
139 - 45		5
139 - 46		5
139 - 47		6
139 - 48		5
139 - 49		6
139 - 50		5
139 - 51		6
139 - 52		7
139 - 53		4
139 - 54		5
139 - 55		6
139 - 56		7
139 - 57		6
139 - 58		8
139 - 59		5
139 - 60		4
139 - 61		6
139 - 62		7
139 - 63		8
139 - 64		6
139 - 65		6
139 - 66		4
139 - 67		6
139 - 68		8
139 - 69		5
139 - 70		4
139 - 71		8
139 - 72		6
139 - 73		4
139 - 74		6
139 - 75		7
139 - 76		8
139 - 77		8
139 - 78		8
139 - 79		8
139 - 80		8
139 - 81		6
139 - 82		4
139 - 83		4
139 - 84		6
139 - 85		8
139 - 86		6
139 - 87		5
139 - 88		8
139 - 89		8
139 - 90		8
139 - 91		8
139 - 92		8
139 - 93		8
139 - 94		8
139 - 95		6
139 - 96		4
139 - 97		4
139 - 98		6
139 - 99		6
139 - 100		6
139 - 101		8
139 - 102		8
139 - 103		8
139 - 104		8
139 - 105		8
139 - 106		8
139 - 107		8
139 - 108		6
139 - 109		4
139 - 110		2
139 - 111		4
139 - 112		8
139 - 113		8
139 - 114		8
139 - 115		8
139 - 116		4
139 - 117		7
139 - 118		8
139 - 119		8
139 - 120		6
139 - 121		3
139 - 122		6
139 - 123		7
139 - 124		8
139 - 125		8
139 - 126		8
139 - 127		8
139 - 128		8
139 - 129		6
139 - 130		1
139 - 131		2
139 - 132		6
139 - 133		7
139 - 134		8
139 - 135		8
139 - 136		8
139 - 137		8
139 - 138		3
139 - 140		6
140 - 0		3
140 - 1		8
140 - 2		8
140 - 3		6
140 - 4		6
140 - 5		6
140 - 6		8
140 - 7		8
140 - 8		8
140 - 9		8
140 - 10		6
140 - 11		6
140 - 12		6
140 - 13		6
140 - 14		8
140 - 15		6
140 - 16		6
140 - 17		6
140 - 18		6
140 - 19		8
140 - 20		6
140 - 21		6
140 - 22		7
140 - 23		5
140 - 24		6
140 - 25		7
140 - 26		7
140 - 27		6
140 - 28		6
140 - 29		6
140 - 30		8
140 - 31		8
140 - 32		6
140 - 33		6
140 - 34		6
140 - 35		8
140 - 36		5
140 - 37		5
140 - 38		4
140 - 39		6
140 - 40		5
140 - 41		5
140 - 42		8
140 - 43		8
140 - 44		6
140 - 45		7
140 - 46		5
140 - 47		4
140 - 48		5
140 - 49		4
140 - 50		7
140 - 51		6
140 - 52		7
140 - 53		4
140 - 54		5
140 - 55		4
140 - 56		5
140 - 57		8
140 - 58		8
140 - 59		5
140 - 60		6
140 - 61		4
140 - 62		5
140 - 63		8
140 - 64		6
140 - 65		6
140 - 66		6
140 - 67		8
140 - 68		6
140 - 69		7
140 - 70		6
140 - 71		6
140 - 72		6
140 - 73		8
140 - 74		6
140 - 75		5
140 - 76		6
140 - 77		8
140 - 78		6
140 - 79		6
140 - 80		6
140 - 81		8
140 - 82		6
140 - 83		6
140 - 84		6
140 - 85		8
140 - 86		8
140 - 87		7
140 - 88		6
140 - 89		6
140 - 90		6
140 - 91		6
140 - 92		6
140 - 93		8
140 - 94		6
140 - 95		6
140 - 96		6
140 - 97		8
140 - 98		8
140 - 99		8
140 - 100		8
140 - 101		6
140 - 102		4
140 - 103		6
140 - 104		4
140 - 105		6
140 - 106		6
140 - 107		8
140 - 108		8
140 - 109		8
140 - 110		8
140 - 111		8
140 - 112		6
140 - 113		6
140 - 114		8
140 - 115		8
140 - 116		8
140 - 117		5
140 - 118		4
140 - 119		8
140 - 120		8
140 - 121		7
140 - 122		4
140 - 123		3
140 - 124		4
140 - 125		6
140 - 126		8
140 - 127		8
140 - 128		8
140 - 129		8
140 - 130		7
140 - 131		6
140 - 132		2
140 - 133		1
140 - 134		8
140 - 135		8
140 - 136		8
140 - 137		8
140 - 138		7
140 - 139		6
140 - 141		8
141 - 0		5
141 - 1		8
141 - 2		8
141 - 3		8
141 - 4		8
141 - 5		8
141 - 6		8
141 - 7		8
141 - 8		8
141 - 9		8
141 - 10		10
141 - 11		8
141 - 12		8
141 - 13		8
141 - 14		8
141 - 15		10
141 - 16		8
141 - 17		8
141 - 18		8
141 - 19		8
141 - 20		10
141 - 21		8
141 - 22		7
141 - 23		7
141 - 24		6
141 - 25		7
141 - 26		7
141 - 27		10
141 - 28		10
141 - 29		8
141 - 30		8
141 - 31		8
141 - 32		10
141 - 33		8
141 - 34		8
141 - 35		8
141 - 36		9
141 - 37		7
141 - 38		6
141 - 39		6
141 - 40		9
141 - 41		9
141 - 42		8
141 - 43		8
141 - 44		10
141 - 45		7
141 - 46		9
141 - 47		8
141 - 48		5
141 - 49		8
141 - 50		7
141 - 51		10
141 - 52		7
141 - 53		8
141 - 54		5
141 - 55		6
141 - 56		9
141 - 57		8
141 - 58		8
141 - 59		9
141 - 60		6
141 - 61		8
141 - 62		9
141 - 63		8
141 - 64		8
141 - 65		10
141 - 66		10
141 - 67		8
141 - 68		10
141 - 69		7
141 - 70		6
141 - 71		8
141 - 72		10
141 - 73		8
141 - 74		8
141 - 75		7
141 - 76		10
141 - 77		8
141 - 78		8
141 - 79		8
141 - 80		10
141 - 81		8
141 - 82		8
141 - 83		8
141 - 84		10
141 - 85		8
141 - 86		8
141 - 87		7
141 - 88		6
141 - 89		8
141 - 90		8
141 - 91		8
141 - 92		8
141 - 93		8
141 - 94		8
141 - 95		8
141 - 96		10
141 - 97		8
141 - 98		8
141 - 99		8
141 - 100		10
141 - 101		6
141 - 102		6
141 - 103		6
141 - 104		8
141 - 105		6
141 - 106		8
141 - 107		6
141 - 108		8
141 - 109		10
141 - 110		10
141 - 111		10
141 - 112		4
141 - 113		8
141 - 114		8
141 - 115		8
141 - 116		10
141 - 117		7
141 - 118		6
141 - 119		6
141 - 120		10
141 - 121		9
141 - 122		8
141 - 123		7
141 - 124		4
141 - 125		4
141 - 126		6
141 - 127		8
141 - 128		10
141 - 129		10
141 - 130		9
141 - 131		8
141 - 132		8
141 - 133		7
141 - 134		2
141 - 135		4
141 - 136		8
141 - 137		10
141 - 138		9
141 - 139		8
141 - 140		8
141 - 142		8
142 - 0		5
142 - 1		8
142 - 2		8
142 - 3		8
142 - 4		8
142 - 5		8
142 - 6		10
142 - 7		8
142 - 8		8
142 - 9		8
142 - 10		8
142 - 11		10
142 - 12		8
142 - 13		8
142 - 14		8
142 - 15		8
142 - 16		10
142 - 17		8
142 - 18		8
142 - 19		8
142 - 20		8
142 - 21		10
142 - 22		7
142 - 23		7
142 - 24		8
142 - 25		9
142 - 26		7
142 - 27		8
142 - 28		8
142 - 29		10
142 - 30		8
142 - 31		8
142 - 32		8
142 - 33		10
142 - 34		8
142 - 35		8
142 - 36		7
142 - 37		9
142 - 38		8
142 - 39		6
142 - 40		7
142 - 41		7
142 - 42		10
142 - 43		8
142 - 44		8
142 - 45		7
142 - 46		7
142 - 47		6
142 - 48		7
142 - 49		6
142 - 50		9
142 - 51		8
142 - 52		9
142 - 53		6
142 - 54		7
142 - 55		8
142 - 56		7
142 - 57		10
142 - 58		10
142 - 59		7
142 - 60		8
142 - 61		6
142 - 62		7
142 - 63		8
142 - 64		10
142 - 65		8
142 - 66		8
142 - 67		8
142 - 68		8
142 - 69		7
142 - 70		6
142 - 71		10
142 - 72		8
142 - 73		8
142 - 74		10
142 - 75		9
142 - 76		8
142 - 77		8
142 - 78		8
142 - 79		10
142 - 80		8
142 - 81		8
142 - 82		8
142 - 83		10
142 - 84		8
142 - 85		8
142 - 86		8
142 - 87		9
142 - 88		8
142 - 89		10
142 - 90		8
142 - 91		8
142 - 92		8
142 - 93		8
142 - 94		8
142 - 95		8
142 - 96		8
142 - 97		8
142 - 98		8
142 - 99		10
142 - 100		8
142 - 101		8
142 - 102		8
142 - 103		6
142 - 104		8
142 - 105		8
142 - 106		8
142 - 107		8
142 - 108		8
142 - 109		6
142 - 110		8
142 - 111		8
142 - 112		8
142 - 113		6
142 - 114		6
142 - 115		8
142 - 116		8
142 - 117		9
142 - 118		6
142 - 119		8
142 - 120		6
142 - 121		9
142 - 122		8
142 - 123		9
142 - 124		8
142 - 125		6
142 - 126		6
142 - 127		6
142 - 128		6
142 - 129		8
142 - 130		9
142 - 131		8
142 - 132		8
142 - 133		9
142 - 134		6
142 - 135		4
142 - 136		4
142 - 137		4
142 - 138		9
142 - 139		8
142 - 140		8
142 - 141		8
142 - 143		8
143 - 0		5
143 - 1		8
143 - 2		8
143 - 3		8
143 - 4		8
143 - 5		8
143 - 6		8
143 - 7		10
143 - 8		8
143 - 9		8
143 - 10		8
143 - 11		8
143 - 12		10
143 - 13		8
143 - 14		8
143 - 15		8
143 - 16		8
143 - 17		10
143 - 18		8
143 - 19		8
143 - 20		8
143 - 21		8
143 - 22		7
143 - 23		7
143 - 24		6
143 - 25		7
143 - 26		9
143 - 27		8
143 - 28		8
143 - 29		8
143 - 30		10
143 - 31		8
143 - 32		8
143 - 33		8
143 - 34		10
143 - 35		10
143 - 36		7
143 - 37		7
143 - 38		6
143 - 39		8
143 - 40		9
143 - 41		7
143 - 42		8
143 - 43		10
143 - 44		8
143 - 45		9
143 - 46		9
143 - 47		6
143 - 48		5
143 - 49		8
143 - 50		7
143 - 51		10
143 - 52		7
143 - 53		8
143 - 54		5
143 - 55		6
143 - 56		9
143 - 57		8
143 - 58		8
143 - 59		9
143 - 60		6
143 - 61		6
143 - 62		7
143 - 63		10
143 - 64		8
143 - 65		8
143 - 66		10
143 - 67		10
143 - 68		8
143 - 69		9
143 - 70		8
143 - 71		8
143 - 72		8
143 - 73		10
143 - 74		8
143 - 75		7
143 - 76		8
143 - 77		8
143 - 78		10
143 - 79		8
143 - 80		8
143 - 81		8
143 - 82		10
143 - 83		8
143 - 84		8
143 - 85		8
143 - 86		10
143 - 87		7
143 - 88		10
143 - 89		8
143 - 90		8
143 - 91		8
143 - 92		10
143 - 93		8
143 - 94		8
143 - 95		8
143 - 96		8
143 - 97		8
143 - 98		8
143 - 99		8
143 - 100		6
143 - 101		10
143 - 102		10
143 - 103		10
143 - 104		8
143 - 105		8
143 - 106		6
143 - 107		8
143 - 108		8
143 - 109		6
143 - 110		6
143 - 111		6
143 - 112		10
143 - 113		8
143 - 114		8
143 - 115		6
143 - 116		4
143 - 117		9
143 - 118		10
143 - 119		6
143 - 120		6
143 - 121		7
143 - 122		8
143 - 123		9
143 - 124		10
143 - 125		10
143 - 126		8
143 - 127		6
143 - 128		4
143 - 129		4
143 - 130		7
143 - 131		8
143 - 132		8
143 - 133		9
143 - 134		10
143 - 135		10
143 - 136		8
143 - 137		4
143 - 138		7
143 - 139		8
143 - 140		8
143 - 141		10
143 - 142		8
143 - 144		8
144 - 0		3
144 - 1		6
144 - 2		6
144 - 3		6
144 - 4		8
144 - 5		8
144 - 6		6
144 - 7		6
144 - 8		8
144 - 9		6
144 - 10		6
144 - 11		6
144 - 12		6
144 - 13		8
144 - 14		6
144 - 15		6
144 - 16		6
144 - 17		6
144 - 18		8
144 - 19		8
144 - 20		8
144 - 21		8
144 - 22		5
144 - 23		7
144 - 24		4
144 - 25		5
144 - 26		5
144 - 27		8
144 - 28		6
144 - 29		6
144 - 30		6
144 - 31		8
144 - 32		8
144 - 33		6
144 - 34		6
144 - 35		6
144 - 36		7
144 - 37		7
144 - 38		6
144 - 39		4
144 - 40		5
144 - 41		7
144 - 42		6
144 - 43		6
144 - 44		8
144 - 45		5
144 - 46		5
144 - 47		6
144 - 48		5
144 - 49		4
144 - 50		7
144 - 51		6
144 - 52		7
144 - 53		4
144 - 54		5
144 - 55		6
144 - 56		5
144 - 57		8
144 - 58		8
144 - 59		5
144 - 60		4
144 - 61		6
144 - 62		7
144 - 63		6
144 - 64		8
144 - 65		8
144 - 66		6
144 - 67		6
144 - 68		8
144 - 69		5
144 - 70		4
144 - 71		6
144 - 72		8
144 - 73		6
144 - 74		6
144 - 75		7
144 - 76		8
144 - 77		8
144 - 78		6
144 - 79		6
144 - 80		6
144 - 81		8
144 - 82		6
144 - 83		6
144 - 84		6
144 - 85		8
144 - 86		6
144 - 87		5
144 - 88		8
144 - 89		8
144 - 90		8
144 - 91		8
144 - 92		6
144 - 93		6
144 - 94		6
144 - 95		8
144 - 96		6
144 - 97		6
144 - 98		6
144 - 99		6
144 - 100		6
144 - 101		8
144 - 102		8
144 - 103		8
144 - 104		8
144 - 105		8
144 - 106		8
144 - 107		6
144 - 108		4
144 - 109		6
144 - 110		4
144 - 111		6
144 - 112		8
144 - 113		8
144 - 114		6
144 - 115		6
144 - 116		6
144 - 117		7
144 - 118		8
144 - 119		8
144 - 120		4
144 - 121		5
144 - 122		6
144 - 123		7
144 - 124		8
144 - 125		8
144 - 126		8
144 - 127		8
144 - 128		6
144 - 129		4
144 - 130		3
144 - 131		4
144 - 132		6
144 - 133		7
144 - 134		8
144 - 135		8
144 - 136		8
144 - 137		8
144 - 138		1
144 - 139		2
144 - 140		6
144 - 141		8
144 - 142		8
144 - 143		8
144 - 145		5
145 - 0		2
145 - 1		7
145 - 2		7
145 - 3		7
145 - 4		5
145 - 5		5
145 - 6		7
145 - 7		7
145 - 8		7
145 - 9		7
145 - 10		7
145 - 11		7
145 - 12		7
145 - 13		7
145 - 14		5
145 - 15		5
145 - 16		5
145 - 17		5
145 - 18		7
145 - 19		5
145 - 20		5
145 - 21		5
145 - 22		6
145 - 23		4
145 - 24		5
145 - 25		6
145 - 26		6
145 - 27		7
145 - 28		7
145 - 29		7
145 - 30		5
145 - 31		5
145 - 32		5
145 - 33		7
145 - 34		7
145 - 35		5
145 - 36		4
145 - 37		4
145 - 38		5
145 - 39		5
145 - 40		6
145 - 41		6
145 - 42		5
145 - 43		5
145 - 44		7
145 - 45		4
145 - 46		4
145 - 47		5
145 - 48		4
145 - 49		5
145 - 50		4
145 - 51		7
145 - 52		4
145 - 53		5
145 - 54		4
145 - 55		5
145 - 56		4
145 - 57		5
145 - 58		5
145 - 59		6
145 - 60		5
145 - 61		5
145 - 62		4
145 - 63		5
145 - 64		7
145 - 65		7
145 - 66		5
145 - 67		5
145 - 68		7
145 - 69		6
145 - 70		5
145 - 71		7
145 - 72		5
145 - 73		5
145 - 74		7
145 - 75		4
145 - 76		5
145 - 77		5
145 - 78		7
145 - 79		5
145 - 80		5
145 - 81		5
145 - 82		7
145 - 83		7
145 - 84		7
145 - 85		7
145 - 86		7
145 - 87		6
145 - 88		5
145 - 89		5
145 - 90		7
145 - 91		5
145 - 92		5
145 - 93		5
145 - 94		7
145 - 95		7
145 - 96		7
145 - 97		7
145 - 98		7
145 - 99		7
145 - 100		7
145 - 101		3
145 - 102		5
145 - 103		5
145 - 104		7
145 - 105		7
145 - 106		7
145 - 107		7
145 - 108		7
145 - 109		7
145 - 110		7
145 - 111		7
145 - 112		5
145 - 113		7
145 - 114		7
145 - 115		7
145 - 116		7
145 - 117		2
145 - 118		7
145 - 119		7
145 - 120		7
145 - 121		6
145 - 122		1
145 - 123		4
145 - 124		7
145 - 125		7
145 - 126		7
145 - 127		7
145 - 128		7
145 - 129		7
145 - 130		6
145 - 131		5
145 - 132		3
145 - 133		6
145 - 134		7
145 - 135		7
145 - 136		7
145 - 137		7
145 - 138		6
145 - 139		5
145 - 140		5
145 - 141		7
145 - 142		7
145 - 143		7
145 - 144		5
145 - 146		6
146 - 0		4
146 - 1		9
146 - 2		7
146 - 3		7
146 - 4		7
146 - 5		7
146 - 6		7
146 - 7		7
146 - 8		7
146 - 9		7
146 - 10		9
146 - 11		7
146 - 12		7
146 - 13		7
146 - 14		7
146 - 15		9
146 - 16		7
146 - 17		7
146 - 18		7
146 - 19		7
146 - 20		9
146 - 21		7
146 - 22		8
146 - 23		6
146 - 24		5
146 - 25		6
146 - 26		6
146 - 27		9
146 - 28		9
146 - 29		7
146 - 30		7
146 - 31		7
146 - 32		9
146 - 33		7
146 - 34		7
146 - 35		7
146 - 36		8
146 - 37		6
146 - 38		5
146 - 39		5
146 - 40		8
146 - 41		8
146 - 42		7
146 - 43		7
146 - 44		9
146 - 45		6
146 - 46		8
146 - 47		7
146 - 48		4
146 - 49		7
146 - 50		6
146 - 51		9
146 - 52		6
146 - 53		7
146 - 54		4
146 - 55		5
146 - 56		8
146 - 57		7
146 - 58		7
146 - 59		8
146 - 60		5
146 - 61		7
146 - 62		8
146 - 63		7
146 - 64		7
146 - 65		9
146 - 66		9
146 - 67		7
146 - 68		9
146 - 69		6
146 - 70		5
146 - 71		7
146 - 72		9
146 - 73		7
146 - 74		7
146 - 75		6
146 - 76		9
146 - 77		7
146 - 78		7
146 - 79		7
146 - 80		9
146 - 81		7
146 - 82		7
146 - 83		7
146 - 84		9
146 - 85		7
146 - 86		7
146 - 87		6
146 - 88		7
146 - 89		7
146 - 90		7
146 - 91		7
146 - 92		7
146 - 93		7
146 - 94		7
146 - 95		7
146 - 96		9
146 - 97		7
146 - 98		7
146 - 99		7
146 - 100		9
146 - 101		7
146 - 102		7
146 - 103		7
146 - 104		7
146 - 105		5
146 - 106		7
146 - 107		5
146 - 108		7
146 - 109		9
146 - 110		9
146 - 111		9
146 - 112		5
146 - 113		7
146 - 114		7
146 - 115		7
146 - 116		9
146 - 117		6
146 - 118		7
146 - 119		5
146 - 120		9
146 - 121		8
146 - 122		7
146 - 123		6
146 - 124		5
146 - 125		5
146 - 126		5
146 - 127		7
146 - 128		9
146 - 129		9
146 - 130		8
146 - 131		7
146 - 132		7
146 - 133		6
146 - 134		3
146 - 135		5
146 - 136		7
146 - 137		9
146 - 138		8
146 - 139		7
146 - 140		7
146 - 141		1
146 - 142		9
146 - 143		9
146 - 144		7
146 - 145		6
146 - 147		8
147 - 0		4
147 - 1		7
147 - 2		7
147 - 3		7
147 - 4		7
147 - 5		9
147 - 6		7
147 - 7		9
147 - 8		7
147 - 9		7
147 - 10		7
147 - 11		7
147 - 12		9
147 - 13		7
147 - 14		7
147 - 15		7
147 - 16		7
147 - 17		9
147 - 18		7
147 - 19		7
147 - 20		7
147 - 21		7
147 - 22		6
147 - 23		8
147 - 24		5
147 - 25		6
147 - 26		8
147 - 27		7
147 - 28		7
147 - 29		7
147 - 30		9
147 - 31		7
147 - 32		7
147 - 33		7
147 - 34		9
147 - 35		9
147 - 36		6
147 - 37		6
147 - 38		5
147 - 39		7
147 - 40		8
147 - 41		6
147 - 42		7
147 - 43		9
147 - 44		7
147 - 45		8
147 - 46		8
147 - 47		5
147 - 48		4
147 - 49		7
147 - 50		6
147 - 51		9
147 - 52		6
147 - 53		7
147 - 54		4
147 - 55		5
147 - 56		8
147 - 57		7
147 - 58		7
147 - 59		8
147 - 60		5
147 - 61		5
147 - 62		6
147 - 63		9
147 - 64		7
147 - 65		7
147 - 66		9
147 - 67		9
147 - 68		7
147 - 69		8
147 - 70		7
147 - 71		7
147 - 72		7
147 - 73		9
147 - 74		7
147 - 75		6
147 - 76		7
147 - 77		7
147 - 78		9
147 - 79		7
147 - 80		7
147 - 81		7
147 - 82		9
147 - 83		7
147 - 84		7
147 - 85		7
147 - 86		9
147 - 87		6
147 - 88		9
147 - 89		7
147 - 90		7
147 - 91		7
147 - 92		9
147 - 93		7
147 - 94		7
147 - 95		7
147 - 96		7
147 - 97		7
147 - 98		7
147 - 99		7
147 - 100		7
147 - 101		9
147 - 102		9
147 - 103		9
147 - 104		7
147 - 105		7
147 - 106		5
147 - 107		7
147 - 108		7
147 - 109		7
147 - 110		7
147 - 111		7
147 - 112		9
147 - 113		7
147 - 114		7
147 - 115		5
147 - 116		5
147 - 117		8
147 - 118		9
147 - 119		5
147 - 120		7
147 - 121		6
147 - 122		7
147 - 123		8
147 - 124		9
147 - 125		9
147 - 126		7
147 - 127		5
147 - 128		5
147 - 129		5
147 - 130		6
147 - 131		7
147 - 132		7
147 - 133		8
147 - 134		9
147 - 135		9
147 - 136		7
147 - 137		5
147 - 138		6
147 - 139		7
147 - 140		7
147 - 141		9
147 - 142		9
147 - 143		1
147 - 144		7
147 - 145		6
147 - 146		8
147 - 148		6
148 - 0		2
148 - 1		5
148 - 2		5
148 - 3		7
148 - 4		7
148 - 5		7
148 - 6		5
148 - 7		5
148 - 8		5
148 - 9		7
148 - 10		5
148 - 11		5
148 - 12		5
148 - 13		5
148 - 14		7
148 - 15		7
148 - 16		7
148 - 17		7
148 - 18		7
148 - 19		7
148 - 20		7
148 - 21		7
148 - 22		4
148 - 23		6
148 - 24		5
148 - 25		4
148 - 26		4
148 - 27		5
148 - 28		7
148 - 29		7
148 - 30		5
148 - 31		5
148 - 32		5
148 - 33		7
148 - 34		7
148 - 35		7
148 - 36		6
148 - 37		6
148 - 38		5
148 - 39		5
148 - 40		4
148 - 41		4
148 - 42		7
148 - 43		7
148 - 44		5
148 - 45		6
148 - 46		6
148 - 47		5
148 - 48		4
148 - 49		5
148 - 50		4
148 - 51		7
148 - 52		4
148 - 53		5
148 - 54		4
148 - 55		5
148 - 56		6
148 - 57		5
148 - 58		5
148 - 59		4
148 - 60		5
148 - 61		5
148 - 62		6
148 - 63		7
148 - 64		5
148 - 65		5
148 - 66		5
148 - 67		7
148 - 68		5
148 - 69		4
148 - 70		5
148 - 71		7
148 - 72		5
148 - 73		5
148 - 74		7
148 - 75		6
148 - 76		7
148 - 77		7
148 - 78		7
148 - 79		7
148 - 80		7
148 - 81		5
148 - 82		5
148 - 83		5
148 - 84		7
148 - 85		5
148 - 86		5
148 - 87		4
148 - 88		7
148 - 89		7
148 - 90		7
148 - 91		7
148 - 92		7
148 - 93		7
148 - 94		7
148 - 95		5
148 - 96		5
148 - 97		5
148 - 98		7
148 - 99		5
148 - 100		5
148 - 101		7
148 - 102		7
148 - 103		7
148 - 104		7
148 - 105		7
148 - 106		7
148 - 107		7
148 - 108		7
148 - 109		5
148 - 110		5
148 - 111		3
148 - 112		7
148 - 113		7
148 - 114		7
148 - 115		7
148 - 116		5
148 - 117		6
148 - 118		7
148 - 119		7
148 - 120		7
148 - 121		2
148 - 122		5
148 - 123		6
148 - 124		7
148 - 125		7
148 - 126		7
148 - 127		7
148 - 128		7
148 - 129		7
148 - 130		4
148 - 131		1
148 - 132		5
148 - 133		6
148 - 134		7
148 - 135		7
148 - 136		7
148 - 137		7
148 - 138		6
148 - 139		3
148 - 140		5
148 - 141		7
148 - 142		7
148 - 143		7
148 - 144		5
148 - 145		4
148 - 146		6
148 - 147		6
148 - 149		5
149 - 0		3
149 - 1		8
149 - 2		8
149 - 3		8
149 - 4		6
149 - 5		4
149 - 6		8
149 - 7		8
149 - 8		8
149 - 9		8
149 - 10		8
149 - 11		8
149 - 12		8
149 - 13		8
149 - 14		6
149 - 15		6
149 - 16		6
149 - 17		6
149 - 18		8
149 - 19		6
149 - 20		4
149 - 21		4
149 - 22		7
149 - 23		3
149 - 24		6
149 - 25		7
149 - 26		7
149 - 27		8
149 - 28		8
149 - 29		8
149 - 30		6
149 - 31		6
149 - 32		6
149 - 33		8
149 - 34		8
149 - 35		6
149 - 36		3
149 - 37		3
149 - 38		4
149 - 39		6
149 - 40		7
149 - 41		7
149 - 42		6
149 - 43		6
149 - 44		8
149 - 45		5
149 - 46		3
149 - 47		4
149 - 48		5
149 - 49		6
149 - 50		5
149 - 51		8
149 - 52		5
149 - 53		4
149 - 54		5
149 - 55		6
149 - 56		5
149 - 57		6
149 - 58		6
149 - 59		5
149 - 60		6
149 - 61		6
149 - 62		5
149 - 63		6
149 - 64		8
149 - 65		8
149 - 66		6
149 - 67		6
149 - 68		6
149 - 69		7
149 - 70		6
149 - 71		8
149 - 72		6
149 - 73		6
149 - 74		6
149 - 75		5
149 - 76		6
149 - 77		6
149 - 78		8
149 - 79		6
149 - 80		6
149 - 81		6
149 - 82		6
149 - 83		6
149 - 84		6
149 - 85		8
149 - 86		8
149 - 87		7
149 - 88		6
149 - 89		6
149 - 90		8
149 - 91		6
149 - 92		6
149 - 93		6
149 - 94		6
149 - 95		6
149 - 96		6
149 - 97		8
149 - 98		8
149 - 99		8
149 - 100		8
149 - 101		4
149 - 102		6
149 - 103		6
149 - 104		6
149 - 105		6
149 - 106		6
149 - 107		8
149 - 108		8
149 - 109		8
149 - 110		8
149 - 111		8
149 - 112		6
149 - 113		6
149 - 114		8
149 - 115		8
149 - 116		8
149 - 117		3
149 - 118		6
149 - 119		8
149 - 120		8
149 - 121		7
149 - 122		2
149 - 123		5
149 - 124		6
149 - 125		6
149 - 126		8
149 - 127		8
149 - 128		8
149 - 129		8
149 - 130		7
149 - 131		6
149 - 132		4
149 - 133		5
149 - 134		8
149 - 135		8
149 - 136		8
149 - 137		8
149 - 138		7
149 - 139		6
149 - 140		4
149 - 141		8
149 - 142		8
149 - 143		8
149 - 144		6
149 - 145		1
149 - 146		7
149 - 147		7
149 - 148		5
149 - 150		2
150 - 0		3
150 - 1		8
150 - 2		8
150 - 3		8
150 - 4		4
150 - 5		6
150 - 6		8
150 - 7		8
150 - 8		8
150 - 9		8
150 - 10		8
150 - 11		8
150 - 12		8
150 - 13		8
150 - 14		6
150 - 15		4
150 - 16		4
150 - 17		4
150 - 18		6
150 - 19		8
150 - 20		6
150 - 21		6
150 - 22		7
150 - 23		5
150 - 24		6
150 - 25		7
150 - 26		7
150 - 27		8
150 - 28		8
150 - 29		8
150 - 30		6
150 - 31		6
150 - 32		4
150 - 33		6
150 - 34		6
150 - 35		8
150 - 36		5
150 - 37		5
150 - 38		4
150 - 39		6
150 - 40		7
150 - 41		7
150 - 42		6
150 - 43		6
150 - 44		6
150 - 45		7
150 - 46		5
150 - 47		4
150 - 48		5
150 - 49		6
150 - 50		5
150 - 51		6
150 - 52		7
150 - 53		4
150 - 54		5
150 - 55		6
150 - 56		5
150 - 57		6
150 - 58		8
150 - 59		5
150 - 60		6
150 - 61		6
150 - 62		5
150 - 63		6
150 - 64		6
150 - 65		6
150 - 66		6
150 - 67		8
150 - 68		6
150 - 69		7
150 - 70		6
150 - 71		6
150 - 72		6
150 - 73		8
150 - 74		6
150 - 75		5
150 - 76		6
150 - 77		6
150 - 78		6
150 - 79		6
150 - 80		6
150 - 81		8
150 - 82		6
150 - 83		6
150 - 84		6
150 - 85		8
150 - 86		8
150 - 87		7
150 - 88		6
150 - 89		6
150 - 90		6
150 - 91		6
150 - 92		6
150 - 93		8
150 - 94		6
150 - 95		6
150 - 96		6
150 - 97		8
150 - 98		8
150 - 99		8
150 - 100		8
150 - 101		6
150 - 102		6
150 - 103		6
150 - 104		4
150 - 105		6
150 - 106		6
150 - 107		8
150 - 108		8
150 - 109		8
150 - 110		8
150 - 111		8
150 - 112		6
150 - 113		6
150 - 114		8
150 - 115		8
150 - 116		8
150 - 117		5
150 - 118		4
150 - 119		8
150 - 120		8
150 - 121		7
150 - 122		4
150 - 123		5
150 - 124		4
150 - 125		6
150 - 126		8
150 - 127		8
150 - 128		8
150 - 129		8
150 - 130		7
